,時間戳記,照片 Picture,品牌 Brand,衣服長度 Clothes Length,服裝部位 Clothing Part,上半身 衣服種類 Top Clothing Type,下半身衣服種類 Bottom Clothing Type,價格 Price
153,2024/10/21 下午 11:59:09,https://drive.google.com/open?id=1H0MQc7pPbc7jWXLL9T_GfkcPMUpy2x__,Net,短 short,上半身 Top,Shirt,,159
154,2024/10/21 下午 11:59:45,https://drive.google.com/open?id=1cPlk7JhwvhKTQLE3n6yIYtiFuxIGORHE,Net,短 short,上半身 Top,Shirt,,399
155,2024/10/22 上午 12:00:20,https://drive.google.com/open?id=15pkv96eCRL12NJo58D6cjEMjZNI1pSEE,Net,短 short,上半身 Top,Shirt,,299
156,2024/10/22 上午 12:00:52,https://drive.google.com/open?id=1lHLXBHLZvaKqP8TvEQFOHRLP5LuXNIY4,Net,短 short,上半身 Top,Shirt,,399
157,2024/10/22 上午 12:01:24,https://drive.google.com/open?id=1yhMlvW2US1BCfiAjSpiFR05B4Y4luINW,Net,短 short,上半身 Top,Shirt,,399
158,2024/10/22 上午 12:01:55,https://drive.google.com/open?id=1bcZEVcPdY2tztmuRhH4GzBNOCQGJZJRF,Net,短 short,上半身 Top,Shirt,,359
159,2024/10/22 上午 12:02:30,https://drive.google.com/open?id=1IqUQCFP0mg7Ql7XU8VtnlvFILWXyI46m,Net,短 short,上半身 Top,Shirt,,259
160,2024/10/22 上午 12:02:59,https://drive.google.com/open?id=1QuSiJDjkLQ-vB4-rqETRTIE_AMm6fhO6,Net,短 short,上半身 Top,Shirt,,499
161,2024/10/22 上午 12:03:29,https://drive.google.com/open?id=13dM1eXmPUDr54vONb8KFEB_QlvZpSNVg,Net,短 short,上半身 Top,Shirt,,399
162,2024/10/22 上午 12:32:40,https://drive.google.com/open?id=1btEaq0QsmI5Mws3zXblaV56E9kfN4qbS,Uniqlo,長 long,上半身 Top,T-Shirt,,590
163,2024/10/22 上午 12:35:09,https://drive.google.com/open?id=1K6_SaIIeVmRopzicdcNRtaNA1QL1OFA5,Uniqlo,長 long,上半身 Top,T-Shirt,,590
164,2024/10/22 上午 12:38:10,https://drive.google.com/open?id=1IEW3UZuhaZPWzts2AhxuJSelwyr-V2Pi,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,1290
165,2024/10/22 上午 12:39:18,https://drive.google.com/open?id=1RoRPme0Q0BFwnS5ry_B9G1e0lvbeFtd6,Uniqlo,長 long,上半身 Top,T-Shirt,,590
166,2024/10/22 上午 12:41:27,https://drive.google.com/open?id=15xzckqWklGBVQr3DyiugW15912R_1c4M,Uniqlo,長 long,上半身 Top,"Shirt, 毛衣 Sweater",,790
167,2024/10/22 上午 12:42:27,https://drive.google.com/open?id=1MSt-cio4-8dbd0l0EtRtHL--6fZDq4sW,Uniqlo,短 short,上半身 Top,T-Shirt,,390
168,2024/10/22 上午 12:43:42,https://drive.google.com/open?id=1tEfg4Sl-E4Md4dIrwcZ9SJh_8ptP1TEE,Uniqlo,短 short,上半身 Top,T-Shirt,,390
169,2024/10/22 上午 12:44:31,https://drive.google.com/open?id=1yz5HwvMkSHaIacMXdWK1y-_4dsPJdGFP,Uniqlo,短 short,上半身 Top,T-Shirt,,390
170,2024/10/22 上午 12:45:29,https://drive.google.com/open?id=1wJhYVwk7SSf1hobcV5I8j6-V-6wonrws,Uniqlo,短 short,上半身 Top,T-Shirt,,390
171,2024/10/22 上午 12:46:33,https://drive.google.com/open?id=1HnKPx4qOBGbakGtyZMThSy6wTsf5Zj8h,Uniqlo,短 short,上半身 Top,T-Shirt,,590
172,2024/10/22 上午 12:49:28,https://drive.google.com/open?id=1uCyik6W8Ehr1eCm-ee5MRjY1UBZBt-6N,Uniqlo,短 short,上半身 Top,T-Shirt,,390
173,2024/10/22 上午 12:50:35,https://drive.google.com/open?id=1umxC1jh8YXKBRgo7v0aLAZF1fNYiUMbT,Uniqlo,短 short,上半身 Top,T-Shirt,,390
174,2024/10/22 上午 12:51:27,https://drive.google.com/open?id=1zQYL5yzLU5KS2UWmtnUFoupFjEKOhB4l,Uniqlo,短 short,上半身 Top,T-Shirt,,390
175,2024/10/22 上午 12:52:12,https://drive.google.com/open?id=1sSLWvjHdEsJ479KZGyHiTtcWZ9YyV3ag,Uniqlo,短 short,上半身 Top,T-Shirt,,390
176,2024/10/22 上午 12:54:05,https://drive.google.com/open?id=1wRVGTUekCzyyKsf_6sB7yBqEhWzeMdX3,Uniqlo,短 short,上半身 Top,T-Shirt,,390
177,2024/10/22 上午 12:56:48,https://drive.google.com/open?id=16IWr7Q6S47VO0PNwaZow9MRKB5sD7dDJ,Uniqlo,長 long,上半身 Top,Shirt,,1290
178,2024/10/22 上午 12:57:27,https://drive.google.com/open?id=1E2ZzSgYezlwTwrec8JRR0nzIsnkTEhVw,Uniqlo,長 long,上半身 Top,Shirt,,1290
179,2024/10/22 上午 12:58:03,https://drive.google.com/open?id=13ez3o5acQ5h2Y_CyeLk3GEo1e24oiph_,Uniqlo,長 long,上半身 Top,Shirt,,1290
180,2024/10/22 上午 12:58:42,https://drive.google.com/open?id=15E_94FHDvD7-5eONp91ejqRvmiaxuzJN,Uniqlo,長 long,上半身 Top,Shirt,,1290
181,2024/10/22 上午 12:59:28,https://drive.google.com/open?id=1hyDvgQGlLW4NpnO4cBZFbipY0N_FvIN7,Uniqlo,長 long,上半身 Top,Shirt,,1290
182,2024/10/22 上午 1:00:01,https://drive.google.com/open?id=1temIuJ66RU8uy8bERAbUUwXTHtHsuBda,Uniqlo,長 long,上半身 Top,Shirt,,1290
183,2024/10/22 上午 1:00:37,https://drive.google.com/open?id=1tKNqLZFzxK9uAdipa_Z7W9GuteDsBAzJ,Uniqlo,長 long,上半身 Top,Shirt,,990
184,2024/10/22 上午 1:01:52,https://drive.google.com/open?id=1Hz7zg8XMjlidyRqA2LWfgWIoRkyXexWE,Uniqlo,長 long,上半身 Top,Shirt,,990
185,2024/10/22 上午 1:02:46,https://drive.google.com/open?id=1iGywGioL8yHVp3Zs6O59-VWBMxzQO93V,Uniqlo,長 long,上半身 Top,Shirt,,990
186,2024/10/22 上午 1:04:00,https://drive.google.com/open?id=1SlblnHIIU7UvLVHEGprwvbFVDaWmkPJl,Uniqlo,長 long,上半身 Top,Shirt,,790
187,2024/10/22 上午 1:05:11,https://drive.google.com/open?id=1yJR7VSG08y2XuEvliarermx6uRyVK8l3,Uniqlo,長 long,上半身 Top,Shirt,,1290
188,2024/10/22 上午 1:07:15,https://drive.google.com/open?id=1PE3Qs1Lo74mppEPMI7AGZEDoXZAAHnfL,Uniqlo,長 long,上半身 Top,Shirt,,990
189,2024/10/22 上午 1:08:27,https://drive.google.com/open?id=1t4UbAcIRpBdiFNB_7fQewD_qXo3el-G1,Uniqlo,長 long,上半身 Top,Shirt,,990
190,2024/10/22 上午 1:09:12,https://drive.google.com/open?id=11BNJ96sUgxhs5hLlZDa3pKI5iePJzGnx,Uniqlo,長 long,上半身 Top,Shirt,,790
191,2024/10/22 上午 1:10:22,https://drive.google.com/open?id=184SHcUsWoxAa4zCbjHNEAIUqMYbrRqVf,Uniqlo,長 long,上半身 Top,Shirt,,790
192,2024/10/22 上午 1:10:51,https://drive.google.com/open?id=1KSXlaSThIKOrXb7TyP8husSQyRPFYMqX,Uniqlo,長 long,上半身 Top,Shirt,,790
193,2024/10/22 上午 1:11:32,https://drive.google.com/open?id=1YulkBPBK2pKCNwrG9m6DDuCZEARYSVHJ,Uniqlo,長 long,上半身 Top,Shirt,,790
194,2024/10/22 上午 1:12:31,https://drive.google.com/open?id=1IV_ZHm05ZcFm1cZwKhWblHaWHxmP-Fhj,Uniqlo,長 long,上半身 Top,Shirt,,1290
195,2024/10/22 上午 1:13:08,https://drive.google.com/open?id=1WhwnjYIaXtWjrLhyZOf9O_1CZPtQpH3d,Uniqlo,長 long,上半身 Top,Shirt,,1290
196,2024/10/22 上午 1:14:31,https://drive.google.com/open?id=13Lw8jNhsK9rDllncjSyiO1XWcAThyGs7,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,590
197,2024/10/22 上午 1:17:08,https://drive.google.com/open?id=14Dh36j1P4pcYK51i2hZ12rxO77gSB2MW,Uniqlo,長 long,上半身 Top,T-Shirt,,590
198,2024/10/22 上午 1:18:42,https://drive.google.com/open?id=1jKWs19j-XC3lcbpObk9Szoh2Qk3SA3US,Uniqlo,長 long,上半身 Top,T-Shirt,,590
199,2024/10/22 上午 1:19:17,https://drive.google.com/open?id=1Bf7sdLAg9273OUWyhMNU805VZkVexdKS,Uniqlo,長 long,上半身 Top,T-Shirt,,590
200,2024/10/22 上午 1:19:57,https://drive.google.com/open?id=1Uufq19Po2IY9SR68LeiV2pDL16wCd4nm,Uniqlo,長 long,上半身 Top,T-Shirt,,1290
201,2024/10/22 上午 1:20:45,https://drive.google.com/open?id=1oQWCJA__v_pWLfeMn_JTKc5eKGW3Zd3k,Uniqlo,長 long,上半身 Top,T-Shirt,,590
202,2024/10/22 上午 1:22:05,https://drive.google.com/open?id=1-YLFcF1Ueavu6hmhXreC1oZP02ErfGWI,Uniqlo,短 short,上半身 Top,T-Shirt,,590
203,2024/10/22 上午 1:23:09,https://drive.google.com/open?id=1aZBl_Jlb0sDLMxwXEh2juaY654mS_WZH,Uniqlo,短 short,上半身 Top,T-Shirt,,590
204,2024/10/22 上午 1:24:23,https://drive.google.com/open?id=1KcyqIWKqLWkhps2OwtL6ltOcSSEiCYcM,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,990
205,2024/10/22 上午 1:25:39,https://drive.google.com/open?id=1qlWqPAMVv365GVZGmsgayO9zf1NurNl-,Uniqlo,長 long,上半身 Top,連帽衣 Hoodie,,1290
206,2024/10/22 上午 1:26:34,https://drive.google.com/open?id=1SqQkkS0y33Fw7yNQaFRi4FZ0a-Ka6PGO,Uniqlo,長 long,上半身 Top,連帽衣 Hoodie,,990
207,2024/10/22 上午 1:27:06,https://drive.google.com/open?id=1xOwoXxmzFj1QtLPrNoM4AKG4TzTOZwiY,Uniqlo,長 long,上半身 Top,連帽衣 Hoodie,,990
208,2024/10/22 上午 1:27:41,https://drive.google.com/open?id=15TUcC9jK_x5ITXjAPkXY9oWc467Senbs,Uniqlo,長 long,上半身 Top,連帽衣 Hoodie,,990
209,2024/10/22 上午 1:28:14,https://drive.google.com/open?id=1f-7LWatg9e4cXhYs5cDpkOEkagmRQooO,Uniqlo,長 long,上半身 Top,連帽衣 Hoodie,,990
210,2024/10/22 上午 1:28:52,https://drive.google.com/open?id=1aum2ghMu5bRQjpUlkn-ZVGXCibmwjWkw,Uniqlo,長 long,上半身 Top,T-Shirt,,990
211,2024/10/22 上午 1:29:27,https://drive.google.com/open?id=1EMyICBW3Dgb5kAUkjUQquxoz_40O3qWV,Uniqlo,長 long,上半身 Top,T-Shirt,,990
212,2024/10/22 上午 1:30:47,https://drive.google.com/open?id=1UGFhyALXGc1BQlG-o1PGDdKLj8OWtvDv,Uniqlo,長 long,上半身 Top,T-Shirt,,990
213,2024/10/22 上午 1:31:21,https://drive.google.com/open?id=12sHiZauz4pU-wycwq6zxd6MzcwPP5B6m,Uniqlo,長 long,上半身 Top,T-Shirt,,990
214,2024/10/22 上午 1:32:04,https://drive.google.com/open?id=1ORzIbKRgDPF86QRLqd0UR-pnj2eX8Ab_,Uniqlo,長 long,上半身 Top,外套 Jacket,,1290
215,2024/10/22 上午 1:33:26,https://drive.google.com/open?id=1QEeshZ6VuvhXPeDmDXTKi61fatZY_ci6,Uniqlo,短 short,上半身 Top,背心 Vest,,790
216,2024/10/22 上午 1:34:33,https://drive.google.com/open?id=1HwEupuw_NRLPHo9sw9N7h17GObbUb3B4,Uniqlo,短 short,上半身 Top,背心 Vest,,790
217,2024/10/22 上午 1:35:10,https://drive.google.com/open?id=1mG4EsdC0B3MT8vvBYOfFBamX5i9NUoQJ,Uniqlo,短 short,上半身 Top,背心 Vest,,790
218,2024/10/22 上午 1:35:44,https://drive.google.com/open?id=1NVcRjrDyNAipON-f8Ew9JQYJqxBju_YZ,Uniqlo,短 short,上半身 Top,背心 Vest,,790
219,2024/10/22 上午 1:36:21,https://drive.google.com/open?id=1voiJeoqw6cxunmzCVASJO0YdAfLsp7SJ,Uniqlo,短 short,上半身 Top,背心 Vest,,790
220,2024/10/22 上午 1:37:31,https://drive.google.com/open?id=1QhA_GrVX-uf_HQo_iDnTS8Mh7l5SaEwa,Uniqlo,短 short,上半身 Top,背心 Vest,,790
221,2024/10/22 上午 1:38:03,https://drive.google.com/open?id=1nGx1ju1QyIGHCpB5r55uigUMh3WyrV2h,Uniqlo,短 short,上半身 Top,背心 Vest,,790
222,2024/10/22 上午 1:38:45,https://drive.google.com/open?id=1QVLUiJx_7NpsXTTnr1BOkS3ZJgbYIVpB,Uniqlo,短 short,上半身 Top,背心 Vest,,790
223,2024/10/22 上午 1:41:31,https://drive.google.com/open?id=1h6_3tKs0DrUmPbMrU7Hs6tx9dIZpz1pT,Uniqlo,長 long,上半身 Top,外套 Jacket,,1690
224,2024/10/22 上午 1:42:52,https://drive.google.com/open?id=1k_0EFmF2UrC2DbDTYekZWtbwEugFKQeF,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,1290
225,2024/10/22 上午 1:44:06,https://drive.google.com/open?id=11QFSKdqaiQZ_lA_zoRDwlx84teK_mNBs,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,1290
226,2024/10/22 上午 1:44:39,https://drive.google.com/open?id=1PGxlWQ4DsTKsVUksqKeF3Mf9vk98Ks8S,Uniqlo,長 long,上半身 Top,外套 Jacket,,990
227,2024/10/22 上午 1:45:28,https://drive.google.com/open?id=1hi5MmuzyRVS0sfTXA351i9gOlN4VPNy-,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,990
228,2024/10/22 上午 1:46:24,https://drive.google.com/open?id=1vxjWcHvy6YzxEUESmUEsKICuvd0Huq6u,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,990
229,2024/10/22 上午 1:47:37,https://drive.google.com/open?id=1cco29_jPeRtpsRMj2ZwnNiUPHW8da535,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,1290
230,2024/10/22 上午 1:48:15,https://drive.google.com/open?id=1bvb97LkFivnCIdUJZoaLdW-i0v7lee-e,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,1290
231,2024/10/22 上午 1:49:22,https://drive.google.com/open?id=1IlmNeCX0fgQDJTRgKtZdtkNSGCDXrzi1,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 毛衣 Sweater",,1490
232,2024/10/22 上午 1:50:02,https://drive.google.com/open?id=19lZCAC7fGaZni5rxL3rPqMcHP07C3WiR,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,990
233,2024/10/22 上午 1:50:47,https://drive.google.com/open?id=1xJnM0GbH-h5Z-XcUAf-64wfN5rnbYfC9,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,990
234,2024/10/22 上午 1:51:38,https://drive.google.com/open?id=1-RCkvUgXDuefzPu5d0-g_yIxwC-lNbk1,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,1290
235,2024/10/22 上午 1:52:29,https://drive.google.com/open?id=1MvgcSSyAlYsRL1xRXGVFQ2YsFaUJprPg,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,990
236,2024/10/22 上午 1:54:04,https://drive.google.com/open?id=12EMyLN0zEX-4c8UqFWPzBARb3fzgH2Oe,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,3490
237,2024/10/22 上午 1:54:39,https://drive.google.com/open?id=1_N83fSmTb7l6lsQ-1sbqRr7LHJdh9UI4,Uniqlo,短 short,上半身 Top,"背心 Vest, 羽絨衣 Down coat / jacket",,1990
238,2024/10/22 上午 1:55:17,https://drive.google.com/open?id=1Ut-drCo1B0eyyhrZOdVErTt6dsvYYCfF,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,1690
239,2024/10/22 上午 1:55:57,https://drive.google.com/open?id=1B2t4fMYSqc9a4IE5PSgvkPBIiF3ttnLF,Uniqlo,短 short,上半身 Top,"背心 Vest, 羽絨衣 Down coat / jacket",,1290
240,2024/10/22 上午 1:56:33,https://drive.google.com/open?id=1eKJRGWrPDT7lEvUcK-wgk8OpE1NzpoTA,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,1990
241,2024/10/22 上午 1:57:19,https://drive.google.com/open?id=1ofGSyE4CBBE8VaEOTSAL8o7JiCJ4W7mA,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,3490
242,2024/10/22 上午 1:58:35,https://drive.google.com/open?id=19de8mfgJ0loZ9yo8wGS2Jk3sNKKRSXh4,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,2490
243,2024/10/22 上午 1:59:23,https://drive.google.com/open?id=1-bR4Wf6GHG-oVyx0wEeKuV41Rax-QGbo,Uniqlo,短 short,上半身 Top,"背心 Vest, 羽絨衣 Down coat / jacket",,1490
244,2024/10/22 上午 1:59:58,https://drive.google.com/open?id=1kc5GOkvJEWhCvg8HiIKfszoq_zXOnIyQ,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,2490
245,2024/10/22 上午 2:00:30,https://drive.google.com/open?id=1Mpy8QVVVkhUAe_sZ649NnA73HxV0eMx-,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 羽絨衣 Down coat / jacket",,2490
246,2024/10/22 上午 2:01:28,https://drive.google.com/open?id=11V1q4UMxw2hiejCZDKy0BciCDPekHhmW,Uniqlo,短 short,上半身 Top,"背心 Vest, 羽絨衣 Down coat / jacket",,1990
247,2024/10/22 上午 2:04:22,https://drive.google.com/open?id=1gMPEzVlprPvK-HOGxkDvj5jxl7zykNYH,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 毛衣 Sweater",,4990
248,2024/10/22 上午 2:08:17,https://drive.google.com/open?id=12XiPZ_xeIthU27wTxzePiUv5FZFqP15A,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,3990
249,2024/10/22 上午 2:09:30,https://drive.google.com/open?id=1eWwTFzV-dUv9t7izj_z5EpN9xt3Ap46-,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,3490
250,2024/10/22 上午 2:11:54,https://drive.google.com/open?id=11g7WmpwQjgRlNxKdN6fKFnGxQxcVcxEw,Uniqlo,長 long,上半身 Top,"背心 Vest, 外套 Jacket",,3990
251,2024/10/22 上午 2:13:25,https://drive.google.com/open?id=1Fbt8lkvAxtvZYTWjrl55GfcqA7bK8QN8,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,3990
252,2024/10/22 上午 2:15:22,https://drive.google.com/open?id=1zMlF52uiUcjAn9OM_nhGvV1fqtNQQrQC,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 羽絨衣 Down coat / jacket",,4990
253,2024/10/22 上午 2:17:22,https://drive.google.com/open?id=1juCorBdcvIJ3urLrirA2ifHKHwNg-rL_,Uniqlo,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 羽絨衣 Down coat / jacket",,3990
254,2024/10/22 上午 2:18:04,https://drive.google.com/open?id=1BTnNCO_HnJ8UnGrhlNk6_7ld2K5hW_lC,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,3490
255,2024/10/22 上午 2:18:51,https://drive.google.com/open?id=1dpMr49N5HcJuUPnewggIS9OPv6qI_4lG,Uniqlo,短 short,上半身 Top,"背心 Vest, 羽絨衣 Down coat / jacket",,1690
256,2024/10/22 上午 2:19:36,https://drive.google.com/open?id=1GmlB0yKdbB6r4ELa2lW0S2rCe9v_1jdi,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,3490
257,2024/10/22 上午 2:20:48,https://drive.google.com/open?id=1RFOZRDPkD9pskXePut8D4VAKPPm5ouoT,Uniqlo,長 long,上半身 Top,"外套 Jacket, 羽絨衣 Down coat / jacket",,3990
258,2024/10/22 上午 2:22:03,https://drive.google.com/open?id=1x2v5cAOeHDxTe24DXh6GDC1oW0DUqblJ,Uniqlo,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,3490
259,2024/10/22 上午 2:22:52,https://drive.google.com/open?id=1UUj0Kv3gdBJZ3SkWnkXKYrv2TfvbspFz,Uniqlo,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,1990
260,2024/10/22 上午 2:25:26,https://drive.google.com/open?id=1jI5MNBeVpnJJSfb7OMHQat8ghlm5lGRM,Uniqlo,短 short,上半身 Top,Shirt,,790
261,2024/10/22 上午 2:26:37,https://drive.google.com/open?id=1fsXiYVbzT25yTZLd0NgN37ka3pypGEFt,Uniqlo,短 short,上半身 Top,Shirt,,790
262,2024/10/22 上午 2:27:27,https://drive.google.com/open?id=1JxabcWN5nVnqLdUgbYl-tfH7OBjO0k_z,Uniqlo,長 long,上半身 Top,Shirt,,790
263,2024/10/22 上午 2:30:26,https://drive.google.com/open?id=1ElRjLyh3UwzJGcoq88ATSwQyB6g5JjN4,Uniqlo,長 long,上半身 Top,Shirt,,1290
264,2024/10/22 上午 2:33:09,https://drive.google.com/open?id=1Ak0XjQ_TOTQYPwqN871_0ajv5Ug95rDv,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,1490
265,2024/10/22 上午 2:33:52,https://drive.google.com/open?id=147uGJ3n_6g_FCIfnjwho-vHn4D7XlD6g,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,1490
266,2024/10/22 上午 2:34:35,https://drive.google.com/open?id=1A1-FnXUtyoU4Ohg-T-c8xNpWTUQf70JU,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,1290
267,2024/10/22 上午 2:35:26,https://drive.google.com/open?id=1uuftjz82dVRTxXpo0XtgY0TXUXPm7ioO,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,1290
268,2024/10/22 上午 2:36:56,https://drive.google.com/open?id=1sp-MuE1S0pqjB4seOwDHkq86VWmfFTBD,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,1290
269,2024/10/22 上午 2:37:51,https://drive.google.com/open?id=1tGrVia7Xs02zpYp4v82LrajHHW6W-nH8,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,3490
270,2024/10/22 上午 2:38:56,https://drive.google.com/open?id=1lun6qFqS86w43BsuTf3p0dq_aOLm_aNc,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,1290
271,2024/10/22 上午 2:39:38,https://drive.google.com/open?id=1iBPJzihElCnlCit4GZHH7x_MAl1YQups,Uniqlo,短 short,上半身 Top,"背心 Vest, 毛衣 Sweater",,790
272,2024/10/22 上午 2:40:29,https://drive.google.com/open?id=1U1yqpfBdFb6u2hzpvPgSKN_epxrju4IU,Uniqlo,短 short,上半身 Top,T-Shirt,,990
273,2024/10/22 上午 2:41:11,https://drive.google.com/open?id=1HfWzMkIc1wLHi9VIt-DAKV_BjyfS9oP-,Uniqlo,短 short,上半身 Top,"T-Shirt, 毛衣 Sweater",,990
274,2024/10/22 上午 2:41:50,https://drive.google.com/open?id=1bORUZAGXr1WSbSiAkRuWLvFVAWrhS-dj,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,1490
275,2024/10/22 上午 2:42:35,https://drive.google.com/open?id=1tZ_a_iX4gi_ltHmkU_K8pUbGLRk-Xohd,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,990
276,2024/10/22 上午 2:43:16,https://drive.google.com/open?id=1q7A-gL7JBI-EwbggT0iUABbLhZ8bTV6y,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,990
277,2024/10/22 上午 2:44:22,https://drive.google.com/open?id=1fYRKxrHjg25W9nPXt8ae3E5_FJ01HDYd,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,990
278,2024/10/22 上午 2:44:59,https://drive.google.com/open?id=17ruvgocJhn5qgzxHb6zANMCpOC4K4O6m,Uniqlo,長 long,上半身 Top,"T-Shirt, 毛衣 Sweater",,990
279,2024/10/22 上午 2:45:35,https://drive.google.com/open?id=1zsRMek-VIFZvy2ZUX-Rz1riWhsR4BH8c,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,990
280,2024/10/22 上午 2:46:24,https://drive.google.com/open?id=1NBQJv60HUQ4yAh4zf99yV7ViJn-dtS3I,Uniqlo,長 long,上半身 Top,"Shirt, 毛衣 Sweater",,1490
281,2024/10/22 上午 2:46:59,https://drive.google.com/open?id=1O7jS-tbV8TdLEOpPGAr74CkJAnwO6_Ku,Uniqlo,長 long,上半身 Top,毛衣 Sweater,,3990
282,2024/10/22 上午 2:47:43,https://drive.google.com/open?id=15MTbfmYuundJ_tsxrHzaZVO1jY7xYu-8,Uniqlo,短 short,上半身 Top,"背心 Vest, 毛衣 Sweater",,1990
283,2024/10/22 上午 2:48:59,https://drive.google.com/open?id=1vfArAApwF7tB-AJjq9DVdQreFfKH8l13,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,1690
284,2024/10/22 上午 2:49:29,https://drive.google.com/open?id=1dyhRZV2fCMcWpnMu4z6tLAHQ8HF5zQYU,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,1290
285,2024/10/22 上午 2:50:13,https://drive.google.com/open?id=1oCo2TztXs6uNZFaqFz3iG12BfwBdrepK,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,1290
286,2024/10/22 上午 2:50:39,https://drive.google.com/open?id=1YrR1zCYOcOVyAWU4hfo738QjK38iYHGE,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,990
287,2024/10/22 上午 2:51:32,https://drive.google.com/open?id=1gcibOQr5HaGYwZJnxupKUy-ybVzgr0Xt,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,990
288,2024/10/22 上午 2:52:53,https://drive.google.com/open?id=1AI2-hfumvX0dnOih1YuF5LC4ibayk8qJ,Uniqlo,長 long,上半身 Top,外套 Jacket,,1290
289,2024/10/22 上午 2:53:44,https://drive.google.com/open?id=1Z5k-mcJFT3SVoBp53hxUa_5Q-bLPsXq1,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,3490
290,2024/10/22 上午 2:54:20,https://drive.google.com/open?id=1i8Sir8L7P1LJkgX6zPRPN4cJgNnKL3uu,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,790
291,2024/10/22 下午 7:16:02,https://drive.google.com/open?id=1ZHhHUjTWGKyLfZ-JBWTxD9iti8Ex0_3I,Uniqlo,長 long,上半身 Top,"外套 Jacket, 毛衣 Sweater",,990
292,2024/10/22 下午 7:18:28,https://drive.google.com/open?id=170XVyQjFtC3sbh2phEtriv9KIbRGOqK3,Uniqlo,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,790
293,2024/10/22 下午 7:19:13,https://drive.google.com/open?id=1lMuGZT5gL94NSMwtvHmf08-O6SBFP7DG,Uniqlo,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,790
